,SW,PHIF,VSH
1363,1.0,0.0644,0.2349
6694,0.4642,0.2393,0.2651
6705,0.3863,0.2024,0.1497
25365,0.20600000000000002,0.195,0.184
15768,0.5,0.254,0.149
10733,0.3799,0.2174,0.3
9878,0.2943,0.188,0.3444
13557,0.306,0.252,0.19399999999999998
22242,0.299,0.21600000000000003,0.111
4026,1.0,0.09300000000000001,0.3677
2658,0.6609999999999999,0.1799,0.2252
22883,0.261,0.22699999999999998,0.26
2526,0.3135,0.204,0.0869
5522,1.0,0.0308,0.5219
12677,0.355,0.08900000000000001,0.08199999999999999
1225,1.0,0.1103,0.3783
14587,1.0,0.061,0.737
364,0.8706,0.1749,0.4791
14909,1.0,0.02,0.172
12175,1.0,0.0613,0.799
13468,0.268,0.19699999999999998,0.115
24492,1.0,0.081,0.256
3632,0.9775,0.1066,0.2825
7889,0.6459999999999999,0.1341,0.4077
3402,1.0,0.0654,0.2704
24258,1.0,0.08900000000000001,0.462
24261,1.0,0.087,0.466
5428,0.5051,0.1533,0.3966
22698,0.147,0.23800000000000002,0.154
22093,0.449,0.213,0.106
2832,0.3282,0.1962,0.1437
14157,1.0,0.042,0.762
3251,1.0,0.0696,0.3149
20387,0.11900000000000001,0.259,0.125
21455,1.0,0.034,0.597
9622,0.2794,0.2219,0.22899999999999998
12047,1.0,0.0906,0.5664
24252,1.0,0.086,0.473
2532,0.2706,0.2133,0.0649
12176,1.0,0.0772,0.8219
15869,0.797,0.083,0.513
8089,0.489,0.2308,0.0574
2403,0.3688,0.21899999999999997,0.1583
10227,0.2692,0.151,0.3341
23755,0.214,0.13,0.42700000000000005
9629,0.2803,0.2153,0.2142
7659,0.2456,0.2661,0.2517
22849,0.21100000000000002,0.209,0.264
7215,0.4505,0.1397,0.2782
16674,0.276,0.064,0.392
27563,0.835,0.228,0.066
21534,0.113,0.21600000000000003,0.102
15740,0.522,0.263,0.16
23719,0.431,0.06,0.506
9617,0.2881,0.2159,0.2365
4910,1.0,0.1522,0.5433
15835,0.337,0.16399999999999998,0.33799999999999997
16844,0.225,0.188,0.264
21882,0.4,0.205,0.096
6598,0.7144,0.0822,0.3569
2663,0.6658,0.1804,0.1972
5112,1.0,0.0893,0.4284
13831,1.0,0.031,0.799
16214,0.24100000000000002,0.18,0.222
8166,0.2095,0.2201,0.0739
2897,1.0,0.02,0.3101
9648,0.2836,0.2194,0.2099
8325,0.2669,0.2298,0.2312
12012,0.7942,0.1083,0.628
6527,0.5806,0.153,0.2435
11222,0.1662,0.2256,0.1195
3677,1.0,0.0797,0.381
12736,0.461,0.213,0.302
6566,0.7571,0.076,0.3909
14449,0.861,0.107,0.267
3294,1.0,0.0727,0.2915
24267,1.0,0.09699999999999999,0.507
839,1.0,0.0246,0.2633
24673,0.63,0.134,0.295
3752,1.0,0.0977,0.3515
14908,1.0,0.02,0.162
23823,0.17800000000000002,0.18100000000000002,0.228
20805,0.122,0.278,0.17300000000000001
20630,0.122,0.221,0.129
16348,0.233,0.253,0.331
21618,0.40299999999999997,0.215,0.083
14770,1.0,0.084,0.515
25423,0.172,0.196,0.133
7549,0.2142,0.2585,0.2912
9730,0.2366,0.2142,0.2251
7337,0.1899,0.2731,0.2087
3782,0.9428,0.1206,0.3048
632,0.9999,0.1537,0.3771
12513,1.0,0.081,0.795
24939,1.0,0.05,0.293
22486,0.13,0.249,0.156
384,0.9344,0.1158,0.3773
13579,0.307,0.235,0.179
15090,0.42100000000000004,0.126,0.098
10041,0.3304,0.2138,0.2537
3754,1.0,0.0955,0.3874
25849,0.156,0.22399999999999998,0.307
852,0.7492,0.1049,0.32
3936,0.9222,0.1135,0.3024
19143,1.0,0.077,0.304
11326,0.2664,0.1824,0.1354
25626,0.25,0.122,0.188
21543,0.115,0.222,0.098
6466,1.0,0.1471,0.4201
19518,0.11199999999999999,0.231,0.073
16874,0.184,0.187,0.271
19808,0.36,0.171,0.391
27162,0.39399999999999996,0.183,0.052000000000000005
3496,1.0,0.0646,0.3514
16888,0.21,0.18899999999999997,0.294
9745,0.2555,0.2104,0.2398
8276,0.2322,0.2402,0.2054
3161,0.7731,0.1118,0.4072
7826,0.2675,0.2594,0.1987
25876,0.82,0.077,0.3
1686,1.0,0.0562,0.2807
8365,0.1954,0.2502,0.3395
22496,0.13,0.254,0.179
20873,0.212,0.231,0.257
7828,0.2652,0.262,0.1986
21838,0.33799999999999997,0.21,0.06
6377,1.0,0.1674,0.3153
12582,1.0,0.06,0.308
21906,0.457,0.21100000000000002,0.085
10113,0.8341,0.02,0.2041
24275,1.0,0.071,0.493
21128,0.121,0.261,0.17800000000000002
27103,0.42,0.203,0.034
11127,0.2156,0.2378,0.1394
12662,0.207,0.203,0.098
11708,0.2991,0.1799,0.1298
13160,0.544,0.19399999999999998,0.255
2770,0.3869,0.2024,0.2429
10883,1.0,0.0577,0.1841
21077,0.154,0.22699999999999998,0.20600000000000002
16861,0.192,0.19,0.23600000000000002
27073,0.45399999999999996,0.20600000000000002,0.039
21878,0.41100000000000003,0.184,0.091
21352,0.259,0.201,0.313
12555,1.0,0.10099999999999999,0.8220000000000001
8660,0.4178,0.2465,0.3447
4703,0.3227,0.0952,0.5066
8335,0.2969,0.2258,0.2625
14428,1.0,0.02,0.23399999999999999
1774,1.0,0.02,0.3711
24283,1.0,0.08,0.539
6942,0.2091,0.2217,0.2097
14759,1.0,0.079,0.506
1194,1.0,0.1334,0.2304
5569,1.0,0.0406,0.4204
25507,0.228,0.152,0.121
3946,1.0,0.0855,0.3322
15068,1.0,0.055999999999999994,0.462
9800,0.2908,0.1919,0.2633
14816,0.929,0.106,0.27699999999999997
12006,0.8261,0.0995,0.6183
20788,0.128,0.272,0.16699999999999998
14020,1.0,0.057999999999999996,0.767
27519,0.7829999999999999,0.187,0.45399999999999996
2552,0.3267,0.2133,0.132
16252,0.27699999999999997,0.16699999999999998,0.259
20455,0.306,0.196,0.19
3538,0.9892,0.1001,0.3214
15116,0.11699999999999999,0.245,0.095
22719,0.136,0.248,0.16399999999999998
27394,0.758,0.161,0.18100000000000002
27813,1.0,0.045,0.34
7244,0.4081,0.1663,0.2229
5192,0.9103,0.0707,0.4797
12589,1.0,0.08,0.28600000000000003
20389,0.12,0.26,0.122
2443,0.5623,0.1159,0.151
22510,0.13,0.255,0.179
11542,0.1962,0.2135,0.0824
3439,0.7775,0.2017,0.2312
26424,0.335,0.175,0.133
22713,0.138,0.253,0.153
8485,0.3876,0.2109,0.3422
5723,0.6932,0.2695,0.233
16934,0.33899999999999997,0.20600000000000002,0.33799999999999997
23835,0.231,0.14,0.24100000000000002
2736,0.1515,0.2267,0.042
11963,1.0,0.0799,0.564
23197,0.10400000000000001,0.205,0.138
483,0.9516,0.1961,0.3066
26013,0.184,0.226,0.158
25447,0.209,0.19899999999999998,0.142
16199,0.252,0.16699999999999998,0.24
883,1.0,0.0621,0.4157
24670,0.603,0.138,0.278
3469,0.8171,0.1634,0.2887
9750,0.2627,0.2147,0.2307
22935,0.21899999999999997,0.193,0.22699999999999998
1294,1.0,0.1036,0.3338
19763,1.0,0.063,0.45899999999999996
2997,1.0,0.0729,0.24
3652,1.0,0.0787,0.3802
8272,0.2439,0.2358,0.1893
10059,0.3481,0.2059,0.3009
16201,0.248,0.17,0.243
16945,0.309,0.21899999999999997,0.312
13813,1.0,0.111,0.268
3096,0.9662,0.1903,0.2325
15723,0.495,0.265,0.19399999999999998
14593,1.0,0.064,0.728
13045,0.34600000000000003,0.233,0.171
21566,0.242,0.207,0.067
14480,0.8109999999999999,0.102,0.204
23863,0.294,0.131,0.24600000000000002
13653,0.316,0.244,0.156
23350,0.35700000000000004,0.145,0.444
21190,0.6990000000000001,0.10800000000000001,0.462
11301,0.2422,0.2261,0.1281
14186,1.0,0.04,0.748
16264,0.503,0.11699999999999999,0.409
22154,0.363,0.20800000000000002,0.081
11779,0.2513,0.2032,0.0922
3601,1.0,0.0895,0.3503
25921,1.0,0.025,0.46299999999999997
23706,0.608,0.068,0.47100000000000003
529,0.7501,0.1804,0.2781
405,1.0,0.1117,0.2318
16334,0.23,0.25,0.308
834,1.0,0.02,0.3821
7964,0.1102,0.2233,0.0243
17016,0.38799999999999996,0.228,0.16
14231,1.0,0.047,0.726
23443,0.126,0.20199999999999999,0.321
3643,0.9415,0.0939,0.3981
23956,0.185,0.16699999999999998,0.126
924,1.0,0.02,0.3075
19145,1.0,0.055999999999999994,0.304
2380,1.0,0.0831,0.3163
136,0.8337,0.2019,0.1784
16425,0.337,0.18600000000000003,0.397
17132,0.095,0.235,0.136
2248,1.0,0.02,0.4474
7867,0.2793,0.2491,0.2249
6985,0.1937,0.2503,0.233
8149,0.1337,0.2285,0.1265
4106,0.7448,0.0937,0.3142
141,0.8308,0.2215,0.141
2479,0.1627,0.2233,0.0515
22296,0.134,0.267,0.177
26797,0.42100000000000004,0.14400000000000002,0.3
11087,0.2066,0.248,0.1309
718,1.0,0.02,0.3222
24239,1.0,0.077,0.501
15076,0.735,0.091,0.254
22043,0.444,0.21,0.08900000000000001
3729,0.9946,0.1083,0.3396
26936,0.42,0.21100000000000002,0.068
5525,1.0,0.0363,0.5928
22045,0.44299999999999995,0.212,0.08199999999999999
1509,1.0,0.0862,0.1997
15970,0.624,0.115,0.46
22229,0.32799999999999996,0.20199999999999999,0.11199999999999999
7942,0.1293,0.2117,0.0277
6073,0.7508,0.1087,0.4918
22365,0.121,0.264,0.175
21186,0.713,0.11199999999999999,0.512
11517,0.2837,0.1576,0.1504
7481,0.4391,0.1786,0.43
27405,1.0,0.02,0.121
21162,0.132,0.24600000000000002,0.16699999999999998
15682,0.27,0.255,0.19399999999999998
24945,1.0,0.021,0.254
26654,0.353,0.11699999999999999,0.172
8760,0.4896,0.2327,0.3166
15817,0.375,0.17800000000000002,0.361
2129,1.0,0.0407,0.6993
11543,0.1983,0.2151,0.0836
21147,0.13,0.258,0.184
14741,1.0,0.065,0.672
20985,0.222,0.18899999999999997,0.271
13801,1.0,0.135,0.382
24647,0.631,0.121,0.26899999999999996
14177,1.0,0.071,0.723
15971,0.604,0.122,0.452
16477,0.396,0.201,0.387
26419,0.308,0.19,0.151
3408,1.0,0.1037,0.3538
10290,0.3394,0.2491,0.3477
24339,1.0,0.07200000000000001,0.40399999999999997
6690,0.4002,0.2432,0.2509
21439,1.0,0.075,0.536
1379,1.0,0.1154,0.2674
20365,0.105,0.262,0.113
3880,0.8968,0.1015,0.5092
840,1.0,0.0247,0.2588
25352,0.213,0.18600000000000003,0.161
15959,0.647,0.1,0.47200000000000003
9776,0.2488,0.2198,0.1929
3689,1.0,0.1251,0.2595
27067,0.47100000000000003,0.205,0.037000000000000005
2919,1.0,0.0474,0.3159
14662,1.0,0.066,0.711
23627,1.0,0.02,0.504
20746,0.10400000000000001,0.265,0.182
22340,0.11699999999999999,0.265,0.16399999999999998
23452,0.174,0.21600000000000003,0.298
11418,0.2739,0.1592,0.1311
7580,0.3882,0.2125,0.3762
23250,0.7929999999999999,0.094,0.531
23248,0.79,0.092,0.507
10938,1.0,0.0725,0.20800000000000002
24872,1.0,0.042,0.354
26541,0.325,0.179,0.174
6275,0.9899,0.1727,0.4636
7567,0.4294,0.2136,0.5223
12020,0.787,0.1108,0.6277
22044,0.445,0.21,0.08199999999999999
6550,0.7477,0.0992,0.3878
14046,1.0,0.069,0.731
15936,0.35100000000000003,0.193,0.444
22147,0.389,0.215,0.11900000000000001
14173,1.0,0.063,0.7509999999999999
12527,1.0,0.076,0.561
22300,0.131,0.26,0.165
3706,0.9663,0.1056,0.3566
26142,0.22699999999999998,0.19399999999999998,0.113
8266,0.2885,0.2327,0.2057
14209,1.0,0.067,0.7240000000000001
10026,0.3006,0.223,0.2448
6707,0.3708,0.2034,0.1092
15965,0.716,0.094,0.47
761,1.0,0.02,0.3083
7088,0.2085,0.2536,0.209
5447,0.5719,0.1465,0.3116
6553,0.7292,0.0895,0.3352
7226,0.3399,0.2057,0.3063
23785,0.203,0.134,0.295
22106,0.447,0.20800000000000002,0.131
6712,0.3516,0.2125,0.1458
27195,0.46799999999999997,0.149,0.075
599,0.9187,0.1141,0.2429
17142,0.102,0.23,0.11800000000000001
3646,0.9976,0.0839,0.3662
22267,0.319,0.205,0.102
23251,0.825,0.092,0.523
21690,0.44,0.201,0.053
19691,0.114,0.235,0.08
10570,0.3882,0.1761,0.29
25644,0.166,0.19899999999999998,0.17300000000000001
3669,1.0,0.0952,0.3338
11481,0.23600000000000002,0.0853,0.1495
6351,0.607,0.1077,0.5584
10521,0.3849,0.25,0.3168
2431,1.0,0.096,0.3476
8424,0.2352,0.242,0.3505
8720,0.5123,0.23600000000000002,0.3482
4199,0.6589,0.2149,0.0418
6230,0.6533,0.168,0.3601
15588,0.135,0.23,0.252
16478,0.406,0.196,0.402
13295,0.25,0.248,0.223
5457,0.6109,0.1324,0.2891
25636,0.198,0.16699999999999998,0.214
15782,0.498,0.254,0.187
11093,0.2105,0.2463,0.1349
26948,0.48200000000000004,0.19,0.047
23952,0.19399999999999998,0.16,0.132
26921,0.45899999999999996,0.21100000000000002,0.045
54,1.0,0.1937,0.1208
3339,1.0,0.0886,0.3389
16429,0.32799999999999996,0.201,0.40299999999999997
15820,0.371,0.174,0.364
7965,0.1106,0.222,0.0318
15363,0.136,0.179,0.11199999999999999
24503,1.0,0.11599999999999999,0.281
25918,1.0,0.024,0.469
6095,0.7783,0.1405,0.5045
25796,0.171,0.248,0.165
19082,0.376,0.11900000000000001,0.248
22156,0.364,0.205,0.085
26243,0.48700000000000004,0.20800000000000002,0.039
26408,0.384,0.192,0.109
20846,0.32799999999999996,0.201,0.348
88,0.4961,0.067,0.1661
3817,0.9502,0.1222,0.2883
13020,0.309,0.24600000000000002,0.182
3260,1.0,0.0819,0.2946
435,1.0,0.1097,0.2892
3391,1.0,0.0787,0.3194
12853,0.147,0.215,0.027000000000000003
7973,0.1089,0.2275,0.0257
25445,0.20600000000000002,0.201,0.141
14712,1.0,0.08199999999999999,0.8
23870,0.5479999999999999,0.062,0.282
18973,1.0,0.044000000000000004,0.266
22240,0.306,0.212,0.11199999999999999
25917,1.0,0.027000000000000003,0.485
7922,0.991,0.1454,0.4716
10927,0.7058,0.1177,0.2127
24243,1.0,0.08199999999999999,0.49
8686,0.4684,0.2287,0.3734
21067,0.136,0.25,0.23399999999999999
15843,0.349,0.166,0.34700000000000003
7086,0.2092,0.2521,0.2043
25880,0.81,0.069,0.31
13761,0.8420000000000001,0.109,0.159
24130,0.17,0.16899999999999998,0.08
8661,0.4177,0.2461,0.3412
27521,1.0,0.147,0.385
14512,0.728,0.08,0.20600000000000002
568,0.7178,0.039,0.2439
2037,1.0,0.02,0.2934
5556,1.0,0.023,0.4674
24705,1.0,0.085,0.258
19308,1.0,0.02,0.294
6556,0.6845,0.0873,0.3369
1139,1.0,0.0907,0.2718
10417,0.3167,0.1967,0.2513
10496,0.3378,0.22699999999999998,0.2964
27830,0.8690000000000001,0.107,0.22699999999999998
21707,0.581,0.168,0.051
7979,0.1076,0.2309,0.0342
23670,1.0,0.051,0.51
714,1.0,0.0327,0.3139
19818,0.502,0.14,0.43799999999999994
765,1.0,0.02,0.2773
22929,0.22899999999999998,0.195,0.25
21913,0.446,0.226,0.115
1771,1.0,0.02,0.3796
2188,1.0,0.1095,0.36200000000000004
22469,0.132,0.252,0.163
26571,0.522,0.08,0.166
8748,0.5175,0.2181,0.3419
11966,1.0,0.0819,0.5823
24979,1.0,0.081,0.503
8223,0.3527,0.2253,0.2935
6178,0.9154,0.1611,0.3875
8488,0.4002,0.2038,0.3337
8563,0.3846,0.1921,0.3498
26346,0.37799999999999995,0.121,0.034
15845,0.344,0.16899999999999998,0.348
11143,0.2002,0.2372,0.1477
8284,0.2293,0.2339,0.21899999999999997
10232,0.3137,0.1507,0.3274
14461,0.652,0.132,0.262
14131,1.0,0.047,0.66
10164,0.292,0.2501,0.3034
7960,0.1072,0.2288,0.0276
10764,0.6697,0.2387,0.3813
23262,1.0,0.051,0.55
123,0.8124,0.1795,0.1975
2982,1.0,0.0303,0.2988
14258,1.0,0.051,0.736
13560,0.313,0.245,0.191
10461,0.3391,0.1982,0.2804
23632,1.0,0.02,0.502
24556,0.83,0.131,0.287
15725,0.501,0.266,0.175
26999,0.40299999999999997,0.20199999999999999,0.052000000000000005
12062,1.0,0.0892,0.5429999999999999
22954,0.257,0.16899999999999998,0.23399999999999999
5132,1.0,0.0899,0.5196
4721,0.6316,0.1081,0.4327
23868,0.433,0.065,0.287
1419,1.0,0.0985,0.3813
14261,1.0,0.047,0.696
26326,0.39299999999999996,0.151,0.044000000000000004
14748,1.0,0.085,0.512
4563,0.6707,0.2341,0.0666
24428,1.0,0.02,0.244
4491,1.0,0.1004,0.3735
21422,0.701,0.11699999999999999,0.501
4913,1.0,0.1529,0.5546
26437,0.369,0.207,0.146
9741,0.2489,0.2091,0.237
16492,0.524,0.138,0.426
3167,1.0,0.0522,0.365
3986,0.9323,0.1245,0.225
8528,0.8384,0.0913,0.5857
7740,0.2958,0.2549,0.3013
21332,0.25,0.198,0.312
14109,1.0,0.055999999999999994,0.71
6352,0.6009,0.1157,0.5741
4007,0.8141,0.1457,0.2936
16417,0.317,0.187,0.395
8371,0.2131,0.2424,0.3138
9792,0.24,0.2182,0.2036
11875,1.0,0.0727,0.5566
14693,1.0,0.08,0.768
11365,0.201,0.1943,0.0978
11050,0.2022,0.2507,0.1147
14913,1.0,0.02,0.18100000000000002
24547,0.903,0.13699999999999998,0.319
13039,0.292,0.218,0.171
22390,0.12300000000000001,0.262,0.168
12004,0.8298,0.0998,0.588
25039,1.0,0.066,0.595
13460,0.297,0.17800000000000002,0.111
11801,0.2726,0.1746,0.096
7326,0.1927,0.2586,0.2025
14648,1.0,0.08199999999999999,0.706
3361,1.0,0.0982,0.3594
25049,1.0,0.047,0.614
11909,1.0,0.0483,0.5662
6710,0.3605,0.2073,0.1434
11846,1.0,0.02,0.305
9556,0.1919,0.2193,0.1931
1173,1.0,0.1793,0.166
14705,1.0,0.084,0.769
16775,0.565,0.124,0.424
23465,0.17600000000000002,0.239,0.23199999999999998
5808,0.6751,0.2554,0.1989
1628,1.0,0.127,0.2264
27043,0.299,0.133,0.079
2893,1.0,0.02,0.2588
25906,1.0,0.03,0.521
26149,0.124,0.205,0.040999999999999995
3928,1.0,0.1007,0.35600000000000004
5590,0.664,0.11,0.3389
20866,0.198,0.23399999999999999,0.266
3805,0.9866,0.1205,0.2643
22180,0.306,0.203,0.1
27446,0.763,0.18100000000000002,0.175
16715,0.474,0.10800000000000001,0.37799999999999995
14001,1.0,0.06,0.725
2613,0.3714,0.2271,0.149
2743,0.369,0.2024,0.0428
13538,0.2,0.191,0.08199999999999999
14868,0.858,0.098,0.20600000000000002
20395,0.131,0.26,0.133
22254,0.298,0.225,0.11800000000000001
12086,0.9119,0.1322,0.4264
327,0.9019,0.1519,0.28800000000000003
13722,0.5379999999999999,0.242,0.295
3275,1.0,0.0783,0.3012
16534,0.5479999999999999,0.11,0.418
12505,1.0,0.075,0.825
21467,1.0,0.036000000000000004,0.638
16432,0.335,0.19699999999999998,0.387
16954,0.321,0.221,0.342
26785,0.532,0.212,0.272
22950,0.255,0.17300000000000001,0.21
23690,1.0,0.037000000000000005,0.5870000000000001
26461,0.195,0.19,0.163
6141,0.9266,0.1294,0.4733
23754,0.213,0.128,0.43200000000000005
13146,0.451,0.23399999999999999,0.244
26798,0.413,0.14800000000000002,0.289
24382,1.0,0.048,0.28800000000000003
13024,0.272,0.258,0.183
18502,1.0,0.02,0.297
5463,0.6236,0.1273,0.3007
12559,1.0,0.105,0.623
22100,0.431,0.21899999999999997,0.114
14715,1.0,0.085,0.7959999999999999
24224,1.0,0.042,0.527
391,1.0,0.0626,0.2742
735,1.0,0.02,0.3047
5632,1.0,0.0702,0.2749
888,1.0,0.0503,0.4431
8436,0.3078,0.2307,0.3545
10535,0.3766,0.2277,0.3263
14223,1.0,0.063,0.737
26005,0.191,0.21,0.162
12793,0.626,0.23,0.562
1826,1.0,0.0874,0.3376
27194,0.473,0.145,0.076
24242,1.0,0.08,0.478
2731,0.1081,0.2288,0.0348
22146,0.39399999999999996,0.214,0.11800000000000001
3584,0.9461,0.1054,0.298
12886,0.10300000000000001,0.237,0.034
16501,0.41100000000000003,0.18100000000000002,0.41700000000000004
14540,1.0,0.02,0.215
22478,0.129,0.252,0.16399999999999998
14579,1.0,0.044000000000000004,0.738
5095,0.9563,0.1068,0.4822
18957,1.0,0.031,0.292
25639,0.183,0.179,0.212
11870,1.0,0.0885,0.5838
8807,0.4392,0.2304,0.3698
10137,0.2688,0.2584,0.2843
12101,0.8379,0.1257,0.3899
13634,0.31,0.237,0.174
8390,0.3095,0.254,0.3504
7516,0.4896,0.10400000000000001,0.34600000000000003
7829,0.267,0.2617,0.2023
3466,0.6984,0.1883,0.2931
940,0.9589,0.1471,0.3358
1030,0.9,0.1131,0.27399999999999997
13085,0.43200000000000005,0.23,0.259
15028,1.0,0.063,0.34
2296,0.3939,0.1639,0.1243
12093,0.9259999999999999,0.1264,0.3947
11479,0.1941,0.1342,0.1501
21718,0.478,0.205,0.057
10430,0.3595,0.1795,0.2511
27320,1.0,0.08900000000000001,0.305
11735,0.3085,0.1744,0.125
22700,0.15,0.23800000000000002,0.161
24349,1.0,0.063,0.38
16367,0.22899999999999998,0.24100000000000002,0.32799999999999996
3240,1.0,0.0564,0.2722
11977,1.0,0.0349,0.5616
12562,1.0,0.107,0.565
8641,0.4208,0.2472,0.3236
22850,0.20800000000000002,0.215,0.27699999999999997
22781,0.19,0.237,0.255
2609,0.3262,0.2365,0.1312
4556,0.8064,0.2243,0.0447
15969,0.64,0.11,0.452
27011,0.165,0.146,0.054000000000000006
165,0.9337,0.1284,0.3922
12726,0.304,0.201,0.134
630,1.0,0.1506,0.4601
26705,0.39799999999999996,0.214,0.243
11958,0.9164,0.0912,0.5862
21003,0.285,0.165,0.266
8262,0.3087,0.233,0.2207
428,1.0,0.02,0.2893
12813,0.45899999999999996,0.135,0.62
7926,0.7872,0.1244,0.5401
11461,0.4669,0.0794,0.1309
16541,0.479,0.08800000000000001,0.35600000000000004
4753,0.4134,0.0882,0.4089
24971,1.0,0.06,0.439
10478,0.3002,0.2368,0.3116
4899,0.9836,0.16399999999999998,0.5595
26470,0.174,0.177,0.107
16507,0.405,0.174,0.406
10258,0.2226,0.1043,0.3269
13073,0.41200000000000003,0.235,0.284
260,1.0,0.2314,0.0451
5083,1.0,0.1083,0.5179
27031,0.674,0.10800000000000001,0.035
8200,0.4566,0.1893,0.2448
5661,1.0,0.0535,0.4544
15954,0.562,0.11699999999999999,0.45399999999999996
22189,0.295,0.212,0.09300000000000001
10670,0.6593,0.2046,0.3474
14532,1.0,0.046,0.21
15989,0.9129999999999999,0.077,0.49200000000000005
27361,0.614,0.22399999999999998,0.21899999999999997
27145,0.337,0.203,0.066
19908,1.0,0.02,0.311
6277,0.9557,0.177,0.4443
16150,0.21100000000000002,0.16,0.327
3808,0.9422,0.1147,0.2606
3920,0.8745,0.1113,0.3475
4708,0.2666,0.096,0.4652
27272,0.42100000000000004,0.124,0.187
8176,0.1856,0.2054,0.0617
19897,1.0,0.02,0.436
3313,1.0,0.0691,0.2507
22308,0.127,0.26,0.174
5133,1.0,0.0891,0.5242
10107,0.24,0.0965,0.2286
2792,0.4261,0.1608,0.2097
20798,0.125,0.273,0.149
6557,0.6623,0.0882,0.3233
21986,0.435,0.223,0.105
7513,0.41100000000000003,0.1092,0.3293
3953,0.9238,0.1143,0.4057
16707,0.281,0.10800000000000001,0.34299999999999997
26324,0.4,0.14400000000000002,0.044000000000000004
21826,0.273,0.213,0.083
27050,0.37200000000000005,0.204,0.044000000000000004
9584,0.2372,0.214,0.23399999999999999
16694,0.185,0.151,0.332
26918,0.461,0.215,0.046
27639,0.924,0.175,0.17
1229,1.0,0.1249,0.3654
8318,0.2511,0.2363,0.22
6802,0.4334,0.2466,0.145
10083,0.1935,0.2198,0.2972
860,0.8342,0.0926,0.4719
24365,1.0,0.10300000000000001,0.332
3055,1.0,0.0564,0.5008
16989,0.414,0.20800000000000002,0.3
27673,0.638,0.212,0.473
10936,0.7490000000000001,0.111,0.2045
3595,1.0,0.0895,0.2729
4025,1.0,0.0938,0.3589
12137,1.0,0.02,0.3562
24581,1.0,0.106,0.275
4134,0.2476,0.2203,0.037000000000000005
14523,1.0,0.065,0.187
16525,0.841,0.07400000000000001,0.442
22891,0.289,0.22399999999999998,0.27
4935,1.0,0.1549,0.5813
10367,0.2989,0.2059,0.2356
1464,1.0,0.1625,0.3233
7284,0.2817,0.1851,0.0531
3775,1.0,0.1059,0.2481
27109,0.435,0.196,0.044000000000000004
14838,0.863,0.107,0.257
16206,0.249,0.16899999999999998,0.242
23512,0.22899999999999998,0.215,0.196
21919,0.452,0.222,0.08900000000000001
21916,0.446,0.226,0.10300000000000001
1124,1.0,0.0705,0.2258
20786,0.129,0.272,0.18100000000000002
15899,0.374,0.187,0.43
23522,0.258,0.196,0.322
15718,0.491,0.258,0.175
11009,0.2254,0.2333,0.1169
23001,0.256,0.158,0.271
9939,0.3424,0.2159,0.3388
1888,1.0,0.0468,0.5474
1638,1.0,0.1265,0.4757
505,1.0,0.079,0.3291
792,1.0,0.0267,0.6102
10491,0.3575,0.2245,0.303
22888,0.28,0.22899999999999998,0.25
4838,0.9599,0.121,0.4596
20648,0.115,0.254,0.157
10964,1.0,0.0418,0.2007
